id,date_time,loan_number,emi_amount,loan_amount,principal_outstanding,cp_name,total_penalty_charges,tenure,current_bucket_name,month_year,is_unable_to_pay,latitude,longitude,user_id,branch_id,image_uploaded,is_visit_done_from_allocations,reporting_officer_id,Customer Not Available,PTP,Paid,total_charges,payment_link,district_plot
41689,2024-04-24 09:25:39,COLLECTION_004_00362,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-04,True,17.369724,78.539894,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,0,0.0,False,Ranga Reddy
46722,2024-06-03 05:34:02,LN_JUNE_038,99.0,1200000.0,1000000.0,BIRLA FINANCE,12.0,20,2,2024-06,True,23.032244,72.64528,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,1,0,0,0.0,False,Ahmadabad
46715,2024-06-03 05:34:02,LN_JUNE_031,99.0,1200000.0,1000000.0,BIRLA FINANCE,12.0,20,2,2024-06,True,17.36969,78.53982,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,0,0.0,False,Ranga Reddy
31096,2024-01-04 06:47:21,JAN_0063,8800.21,1200000.0,1000000.0,BAJAJ FINANCE,200.88,20,2,2024-01,False,17.436487,78.44062,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,True,7410244a-088e-4383-833d-dd2389efa8b3,1,0,3,0.0,False,Ranga Reddy
46513,2024-05-01 04:43:42,LN_MAY_9992,99.0,1200000.0,1000000.0,SRI RAM FINANCE,12.0,20,2,2024-05,False,17.369709,78.53989,de5728b1-d493-4546-a978-617e3cf94751,f66e64de-0cb3-4d27-9686-ede097d350f9,False,True,877f5722-63c8-4c24-91c0-7efa87ad804b,1,0,1,0.7,False,Ranga Reddy
47038,2024-06-27 11:11:27,TARGET023,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-06,True,17.369701,78.53981,a3855922-de17-4501-ba50-ff42a883fa84,a144da0c-73cf-44be-b617-cfd33f9387ad,True,True,0beaaa0c-9362-4348-af85-424d6c3137ee,0,1,0,0.0,False,Ranga Reddy
41326,2024-04-16 11:20:21,QA000131124,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,PICK-UP,2024-04,True,17.369696,78.53982,276dacdf-0895-4a66-8120-cb2af6134d0d,56847958-fa84-4b6a-b20a-6a9477235a11,False,True,9cefea45-2680-48d6-9439-f150db80ac87,1,0,0,0.0,False,Ranga Reddy
41210,2024-04-15 09:43:16,LN00152,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-04,False,17.369694,78.53984,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy
32390,2024-02-02 04:11:43,QAREG000000019,28000.0,2000000.0,1500000.0,BAJAJ FINANCE,1000.0,36,BTX0,2024-02,False,17.369759,78.53984,7211675f-0260-40ea-a60f-065c8ca7350b,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,1,1,0.0,False,Ranga Reddy
58236,2024-10-01 03:30:42,LNA101,99.0,1200000.0,1000000.0,BIRLA FINANCE,13.0,20,NEW,2024-10,False,17.369825,78.53979,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy
41316,2024-04-16 11:15:19,QA0001313,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,PICK-UP,2024-04,True,17.369692,78.53984,276dacdf-0895-4a66-8120-cb2af6134d0d,56847958-fa84-4b6a-b20a-6a9477235a11,False,True,9cefea45-2680-48d6-9439-f150db80ac87,1,0,0,0.0,False,Ranga Reddy
40362,2024-03-06 00:02:26,INCREG000000003,20000.0,1600000.0,1000000.0,AU BANK,1300.0,42,BTX2,2024-03,False,17.40279,78.372375,20e79d03-2648-44f1-8307-61b03844fad1,a0c41592-5eee-4e03-bceb-bf2a826cde1d,True,True,28a51ff7-45b3-40b0-9b09-91be8d96f961,0,0,1,0.0,False,Ranga Reddy
4924,2023-04-30 01:03:16,AT1234617,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,2.35,2023-04,False,17.402693,78.3729,724fd953-2a73-4e7b-b344-9dafdd60cd26,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,False,7410244a-088e-4383-833d-dd2389efa8b3,1,0,1,0.0,True,Ranga Reddy
4921,2023-04-30 01:03:16,AT1234614,8800.2,140000.0,74555.9,BAJAJ FINANCE,200.0,20,2.35,2023-04,False,17.537796,78.48423,7523ebf1-35b5-45a6-b871-09101f52fbfb,a5710530-5505-4385-a977-d4c0fd254dba,False,False,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,0,2,0.0,False,Ranga Reddy
46832,2024-06-05 08:08:52,LN_J_0005,99.0,1200000.0,1000000.0,QA,12.0,20,2,2024-06,True,17.369686,78.53981,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy
5702,2023-05-11 03:07:49,QA1234561,8800.21,1200000.0,1000000.0,BAJAJ FINANCE,200.88,20,2.35,2023-05,False,17.402206,78.37306,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,False,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy
31147,2024-01-05 10:11:39,809003034001,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,2,2024-01,True,17.369715,78.5398,7211675f-0260-40ea-a60f-065c8ca7350b,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,0,0.0,False,Ranga Reddy
41315,2024-04-16 11:15:19,QA0001312,99.0,1200000.0,1000000.0,BAJAJ FINANCE,12.0,20,PICK-UP,2024-04,True,17.369694,78.53984,276dacdf-0895-4a66-8120-cb2af6134d0d,56847958-fa84-4b6a-b20a-6a9477235a11,False,True,9cefea45-2680-48d6-9439-f150db80ac87,1,0,0,0.0,False,Ranga Reddy
30154,2023-11-07 01:35:48,DE1236789810,8800.21,1200000.0,1000000.0,BAJAJ FINANCE,200.88,20,1,2023-11,False,17.369717,78.53981,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy
4940,2023-05-02 07:21:01,AT1234627,8800.2,140000.0,74555.9,BAJAJ FINANCE,200.0,20,,2023-05,False,17.402689,78.37291,4936f81c-dddf-4ee1-8e2a-b278987cd563,58b07359-bdd6-49d2-93c3-80aa9ec80b1a,False,False,4936f81c-dddf-4ee1-8e2a-b278987cd563,0,1,1,0.0,False,Ranga Reddy
46860,2024-06-05 09:28:56,I_5_001,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-06,False,17.369688,78.53981,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,2,0,1,0.09,True,Ranga Reddy
58266,2024-10-01 03:30:42,APP_8,99.0,1200000.0,1000000.0,BIRLA FINANCE,13.0,20,NEW,2024-10,False,23.032295,72.64527,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ahmadabad
6326,2023-07-10 10:59:10,BA1234592,8800.2,140000.0,74555.9,BAJAJ FINANCE,200.0,20,2.35,2023-07,False,17.402645,78.37291,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,False,7410244a-088e-4383-833d-dd2389efa8b3,1,0,2,0.0,False,Ranga Reddy
31159,2024-01-05 10:11:39,809003741169,8800.21,1200000.0,1000000.0,AU BANK,200.88,20,2,2024-01,False,17.369751,78.53983,7523ebf1-35b5-45a6-b871-09101f52fbfb,a5710530-5505-4385-a977-d4c0fd254dba,False,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,0,1,0.0,False,Ranga Reddy
58776,2024-10-28 07:20:30,LO_W_E_11,8800.2,140000.0,74555.89,SRI RAM FINANCE,200.0,20,2.35,2024-10,False,17.369822,78.539764,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,7410244a-088e-4383-833d-dd2389efa8b3,1,0,0,0.0,False,Ranga Reddy
57644,2024-09-09 05:59:24,LNA064,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-09,False,17.43421,78.37906,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,1,3,0.0,False,Ranga Reddy
58197,2024-10-11 06:10:38,LNA113,99.0,1200000.0,1000000.02,BIRLA FINANCE,13.0,20,NEW,2024-10,False,17.369839,78.539764,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,2,0,0,0.0,False,Ranga Reddy
6360,2023-07-08 18:03:00,TEST29,8800.2,140000.0,0.0,TEST CP2,200.0,20,1,2023-07,False,17.402618,78.37277,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,1bc4cfcc-467c-4249-95e4-ef5c48a88090,True,False,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,0,0,1,0.0,True,Ranga Reddy
58607,2024-10-11 09:44:05,LNA_1_15,99.0,1200000.0,1000000.02,BIRLA FINANCE,13.0,20,2,2024-10,False,17.369837,78.539764,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,0,2,56.94,False,Ranga Reddy
58207,2024-10-01 03:30:42,LNA001,99.0,1200000.0,1000000.0,BIRLA FINANCE,13.0,20,NEW,2024-10,False,17.369837,78.53976,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,0,1,0.0,False,Ranga Reddy
58216,2024-10-01 03:30:42,LNA074,99.0,1200000.0,1000000.0,BIRLA FINANCE,13.0,20,NEW,2024-10,False,17.369835,78.539764,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy
30265,2023-11-20 07:10:40,TEST_20112023_06,4.0,-1.0,20.0,AU BANK,-1.0,20,6,2023-11,False,17.282719,78.63498,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,5160.260000000001,False,Ranga Reddy
6584,2023-09-14 12:12:24,LNMP56768,8800.2,140000.0,74555.9,AU BANK,200.0,20,NA,2023-09,False,17.402573,78.37273,7523ebf1-35b5-45a6-b871-09101f52fbfb,a5710530-5505-4385-a977-d4c0fd254dba,False,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,0,1,0.0,False,Ranga Reddy
46888,2024-06-12 04:22:46,LN_JUNE_910,99.0,1200000.0,1000000.0,,12.0,20,2,2024-06,True,17.369686,78.53981,de5728b1-d493-4546-a978-617e3cf94751,f66e64de-0cb3-4d27-9686-ede097d350f9,True,True,877f5722-63c8-4c24-91c0-7efa87ad804b,1,0,0,0.0,False,Ranga Reddy
5985,2023-06-01 08:30:45,QA1234623,8800.2,140000.0,74555.9,BAJAJ FINANCE,200.0,20,2.35,2023-06,False,0.0,0.0,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,False,False,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,
34224,2024-02-16 09:52:11,LOCATION_FEB_MEMORYLEAK_1765,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-02,True,17.368456,78.540115,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,2,0,0,0.0,False,Ranga Reddy
4906,2023-04-30 01:03:16,AT1234599,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,2.35,2023-04,False,17.40269,78.372765,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,a5710530-5505-4385-a977-d4c0fd254dba,True,False,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,0,1,0.0,False,Ranga Reddy
53170,2024-08-06 08:21:27,DTA00012,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-08,True,23.032267,72.64523,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,3,0,0,0.0,False,Ahmadabad
40036,2024-03-01 05:22:45,LOCATION_MARCH_DARSHI_2269,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-03,False,17.369701,78.53978,7211675f-0260-40ea-a60f-065c8ca7350b,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,2,0.0,False,Ranga Reddy
46682,2024-06-05 09:28:56,N_5_002,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-06,False,17.369698,78.539825,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy
58676,2024-10-10 03:09:38,LNA_1_111,99.0,1200000.0,1000000.02,BIRLA FINANCE,13.0,20,NEW,2024-10,False,17.369833,78.53976,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy
53169,2024-08-06 08:21:27,DTA00011,99.0,1200000.0,1000000.0,BIRLA FINANCE,-10.0,20,2,2024-08,True,17.369778,78.539635,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,1,0,0,0.0,False,Ranga Reddy
30270,2023-12-21 05:43:20,TEST_20112023_11,-1.0,-1.0,-1.0,INDIFY,-1.0,20,11,2023-12,False,17.369692,78.5398,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,0.0,False,Ranga Reddy
6835,2023-09-21 09:08:22,QATCA12345725,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,BTX2,2023-09,True,17.490679,78.41607,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,a5710530-5505-4385-a977-d4c0fd254dba,False,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,1,0,0.0,False,Ranga Reddy
7059,2023-10-03 05:25:07,DEM987651232,8800.21,1200000.0,1000000.0,AU BANK,200.88,20,1,2023-10,True,17.36971,78.53982,2f351bc4-0124-4c69-9bca-c8bb41ffac21,73c56318-a972-4cfa-b262-9ff4907411bb,True,True,2f351bc4-0124-4c69-9bca-c8bb41ffac21,0,1,0,0.0,False,Ranga Reddy
45651,2024-05-01 04:33:31,LOAN_MAY_1732,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-05,True,17.369686,78.53985,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy
4875,2023-04-04 07:51:58,L2WNTSNKD-201000557,0.0,89000.0,30940.0,,34370.0,24,6.42,2023-04,False,17.40268,78.37277,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,False,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy
47012,2024-06-24 07:07:36,TD011,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-06,False,17.369701,78.5398,7410244a-088e-4383-833d-dd2389efa8b3,7e973535-f6d7-4d6a-9039-6c7877a31ee4,True,True,7410244a-088e-4383-833d-dd2389efa8b3,0,0,1,0.0,False,Ranga Reddy
46696,2024-06-03 05:34:02,LN_JUNE_012,99.0,1200000.0,1000000.0,BIRLA FINANCE,12.0,20,2,2024-06,True,17.369692,78.53985,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,1,0,0.0,False,Ranga Reddy
31167,2024-01-05 10:11:39,809003124160,8800.21,1200000.0,1000000.0,QA,200.88,20,2,2024-01,True,17.369713,78.53982,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,1,0,0.0,False,Ranga Reddy
31071,2024-01-04 06:47:21,JAN_0038,99.0,1200000.0,1000000.0,AU BANK,12.0,20,2,2024-01,True,17.369715,78.53982,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,1,0,0,0.0,False,Ranga Reddy
6764,2023-09-12 05:33:47,PTCA12345737,8800.2,140000.0,74555.9,SRI RAM FINANCE,200.0,20,2.35,2023-09,True,17.369705,78.53979,aef28684-aa1b-4583-ad21-01cd2bf9f5e7,1bc4cfcc-467c-4249-95e4-ef5c48a88090,False,True,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,0,1,0,0.0,False,Ranga Reddy
46784,2024-06-03 05:54:03,LN_JUNE_136,99.0,1200000.0,1000000.0,BIRLA FINANCE,12.0,20,2,2024-06,True,17.36969,78.539856,aef28684-aa1b-4583-ad21-01cd2bf9f5e7,1bc4cfcc-467c-4249-95e4-ef5c48a88090,True,True,41a5a35b-1a4a-471d-b406-7a3cc84e07f7,0,1,0,0.0,False,Ranga Reddy
30262,2023-11-20 06:44:32,TEST_20112023_03,-1.0,-1.0,20.0,BAJAJ FINANCE,-1.0,20,3,2023-11,False,17.28272,78.63499,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,False,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,0,0,1,12.0,False,Ranga Reddy
46842,2024-06-05 08:08:52,LN_J_0015,99.0,1200000.0,1000000.0,QA,12.0,20,2,2024-06,True,17.369692,78.53984,13ffc8d1-d3a5-4693-8ba4-f854e287bbdd,ec8b3a3a-fdca-45cb-acd5-283c29ae39a2,True,True,0beaaa0c-9362-4348-af85-424d6c3137ee,1,0,0,0.0,False,Ranga Reddy
6137,2023-06-20 08:21:20,QA1234715,8800.2,140000.0,74555.9,AU BANK,200.0,20,NA,2023-06,False,17.402668,78.37291,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,1bcac44c-ca3a-4881-854a-8fd2feef4dea,True,False,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,0,1,1,0.0,False,Ranga Reddy
43995,2024-05-01 04:33:29,LOAN_MAY_076,99.0,1200000.0,1000000.0,INDIFY,12.0,20,2,2024-05,False,17.369722,78.539696,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,1bcac44c-ca3a-4881-854a-8fd2feef4dea,False,True,59091ff4-f4ee-4632-85ef-c7e81b1a2b64,0,0,1,0.0,False,Ranga Reddy
46695,2024-06-03 05:34:02,LN_JUNE_011,99.0,1200000.0,1000000.0,BIRLA FINANCE,12.0,20,2,2024-06,True,17.36969,78.53985,80516d36-4bc4-4570-8e02-1cdac4ac4e88,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,ee3c950d-d6b9-4b09-b027-0dd20bdb6016,3,1,0,0.0,False,Ranga Reddy
58764,2024-10-21 08:09:39,LN_MAY_10004,8800.2,140000.0,74555.89,DECCAN FINANCE,200.0,20,2.35,2024-10,False,17.369839,78.53976,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,0,0,1,0.0,True,Ranga Reddy
58750,2024-10-29 05:10:35,AT1234607,8800.2,140000.0,74555.89,SRI RAM FINANCE,200.0,20,2.35,2024-10,False,17.369825,78.539764,1ced5838-8fea-4f85-89fd-14b823f69ed9,34d310e7-367f-48bf-a1f4-75e39433bb34,True,True,a9cf721c-56fe-4e6a-aa7c-fd56f4b04efd,5,0,2,0.7,True,Ranga Reddy
